station_m	X_ref_m	Y_ref_m	psi_ref_rad	curvature_1pm	local_speed_limit_mps	vx_ref_mps	yaw_rate_ref_radps
121.25	121.25	0	0	0	13.4	3.92901530201279	0
121.5	121.5	0	0	0	13.4	3.87180146503327	0
121.75	121.75	0	0	0	13.4	3.81373750128236	0
122	122	0	0	0	13.4	3.75478397075698	0
122.25	122.25	0	0	0	13.4	3.69489829239929	0
122.5	122.5	0	0	0	13.4	3.63403438240432	0
122.75	122.75	0	0	0	13.4	3.57214223715456	0
123	123	0	0	0	13.4	3.50916745005456	0
123.25	123.25	0	0	0	13.4	3.44505064899213	0
123.5	123.5	0	0	0	13.4	3.3797268378833	0
123.75	123.75	0	0	0	13.4	3.31312462152201	0
124	124	0	0	0	13.4	3.24516528741642	0
124.25	124.25	0	0	0	13.4	3.17576171097781	0
124.5	124.5	0	0	0	13.4	3.10481704065953	0
124.75	124.75	0	0	0	13.4	3.03222310644825	0
125	125	0	0	0	13.4	2.95785847705658	0
125.25	125.25	0	0	0	13.4	2.88158606612357	0
125.5	125.5	0	0	0	13.4	2.8032501524629	0
